,Home,Away,W_PCT,REB,TOV,PLUS_MINUS,OFF_RATING,DEF_RATING,TS_PCT,Result,Date
0,Dallas Mavericks,Los Angeles Lakers,1.8257418583505538,-0.9510670763486135,-0.5107230786207579,1.459491877719245,0.7385434281195166,-0.7385434281195166,0.392679907474633,1,10/30/2012
0,Washington Wizards,Cleveland Cavaliers,-1.8257418583505538,-2.0454456299552364,-1.808810903448519,-1.7693281422629956,-0.9279135378937515,0.9279135378937515,-1.3300448478979499,0,10/30/2012
0,Boston Celtics,Miami Heat,-1.8257418583505538,0.7295857024044147,1.766250646896789,-2.177007437715299,-1.1456891641341231,1.1456891641341231,-0.40534700126413736,0,10/30/2012
0,Philadelphia 76ers,Denver Nuggets,2.0021680223167717,-1.1110630685094536,-1.627207677015218,2.0544558590872306,0.8335720575459127,-0.8628415977056829,0.6465007135843377,1,10/31/2012
0,Chicago Bulls,Sacramento Kings,2.0021680223167717,0.8016531000637825,-0.7889491767346521,1.3230265479985832,0.5040203138649701,-0.5217181753569242,0.2924646085262484,1,10/31/2012
0,Golden State Warriors,Phoenix Suns,2.0021680223167717,0.7594608316393743,0.0,0.4732777895279485,0.20354666521469889,-0.21069387850952637,-0.3232503567921685,1,10/31/2012
0,Memphis Grizzlies,Los Angeles Clippers,-2.0021680223167717,0.7594608316393732,-0.1972372941836631,-1.9253800983068814,-0.775415867484569,0.8026433467029599,-1.81635914768933,0,10/31/2012
0,Houston Rockets,Detroit Pistons,2.0021680223167717,1.2517039632574858,0.961531809145357,2.011430605493781,0.7948012641716835,-0.8227094303705342,0.892786699711704,1,10/31/2012
0,Los Angeles Lakers,Portland Trail Blazers,-2.0021680223167717,2.5596642844141844,2.1449555742473336,-2.172775306469218,-1.327899673067325,0.40132167335147995,-0.785036580780981,0,10/31/2012
0,Dallas Mavericks,Utah Jazz,-1.0010840111583859,-2.4893438370401677,0.24654661772957853,-2.6245404692004417,-0.8917282476072548,1.2842293547247356,-0.24628598612736713,0,10/31/2012
0,New Orleans Hornets,San Antonio Spurs,-2.0021680223167717,-0.07032044737401605,-0.2958559412754941,-0.8927740120640847,-0.5040203138649688,0.5217181753569228,-0.21550023786144626,0,10/31/2012
0,Toronto Raptors,Indiana Pacers,-2.0021680223167717,-0.6047558474165378,-2.4408115155228276,-0.4732777895279485,-0.2132393635582568,0.22072692034331426,-1.3237871754345976,0,10/31/2012
0,San Antonio Spurs,Oklahoma City Thunder,2.0,-1.213766474675937,-1.0477428475322126,0.594360136299507,0.695000413717769,0.12173107413402862,0.6126411528974978,1,11/01/2012
0,Golden State Warriors,Memphis Grizzlies,0.0,0.45491678594448254,0.652366996892389,-0.5058011117319765,-0.5420055276744101,0.06102206551321085,-0.3997509716661174,0,11/02/2012
0,Los Angeles Clippers,Los Angeles Lakers,2.5040507723028043,-1.402660089995488,-1.3047339937847764,2.086429585894403,0.08789278827152502,-2.184589945372947,-0.07995019433322348,1,11/02/2012
0,Miami Heat,New York Knicks,-1.2520253861514021,-0.8340141075648848,-0.03433510509959925,-2.708143452398291,-0.9375230748962748,2.428678207425792,0.5396638117492585,0,11/02/2012
0,Detroit Pistons,Phoenix Suns,-1.2520253861514021,-2.2556290636413934,-1.1673935733863783,-0.7165515749536334,0.39551754722186694,1.1106015923404384,0.3797634230828115,0,11/02/2012
0,Milwaukee Bucks,Boston Celtics,2.5040507723028043,1.516389286481609,0.7553723121911861,2.5184680354988,0.3076247589503398,-2.58733557776014,-0.599626457499174,1,11/02/2012
0,Denver Nuggets,Orlando Magic,-2.5040507723028043,0.663420312835704,1.7854254651791672,-2.6765308829150425,-3.178789175820187,0.5736074158241822,-2.158655246997033,0,11/02/2012
0,Chicago Bulls,Cleveland Cavaliers,1.2520253861514021,-0.17059379472918076,-0.6867021019919874,2.971581531425362,1.845748553702043,-2.0503414012438856,1.8188669210808321,1,11/02/2012
0,Atlanta Hawks,Houston Rockets,-2.5040507723028043,-3.0138237068821976,-2.6438030926691525,-1.6017035204845924,-0.820332690534241,0.9153309826981626,-0.1399128400831411,0,11/02/2012
0,Minnesota Timberwolves,Sacramento Kings,2.5040507723028043,2.4072679922895537,-1.9571009906771641,2.3498676649214745,1.4648798045254314,-1.269258962674786,0.01998754858330587,1,11/02/2012
0,New Orleans Hornets,Utah Jazz,0.0,-1.800712277696911,-0.24034573569719536,-1.0748273624304503,-0.8642790846700055,0.4759721110030435,0.2598381315829763,1,11/02/2012
0,Portland Trail Blazers,Oklahoma City Thunder,0.0,-2.3314485279654735,-1.201728678485978,-0.8956894686920418,0.9814694690320397,2.0625458143465254,-0.03997509716661174,0,11/02/2012
0,Indiana Pacers,Charlotte Bobcats,-1.2520253861514021,1.6301184829677302,2.9528190385655453,-0.06322513896649708,-0.08789278827152502,0.366132393079265,0.5196762631659526,0,11/02/2012
